Slot,Average_Throughput_bps
0,"[33.069725 34.06816  29.19199  33.12949  29.53125  34.18769  27.502733
 32.716404 26.142185 31.97461  26.135155 29.24824  29.332619 32.625
 30.434765 28.6541   28.346485 30.468163 32.041405 34.931248 29.726366]"
